symbol,avg_daily_return,annualized_return,annualized_volatility,sharpe_ratio,var_95
NVDA,0.0030438441834377016,1.1508943003724537,0.47852499071090004,2.4050871380043852,-0.04207456558130288
GOOGL,0.0015066160374071704,0.4613804781907218,0.3084510205532093,1.4957981898170813,-0.02689836268120283
AMZN,0.0012346249979628945,0.3646985964090228,0.32602696644663154,1.118614820068025,-0.029553435688631974
AAPL,0.001006815254653418,0.2886431028679508,0.2584576750322548,1.1167906034592663,-0.024114696201710133
MSFT,8.328356306552594e-4,0.23341560054888566,0.26261760110513255,0.8888040998266655,-0.02465931276155203
